Machine_ID,Machine_Model,Rated_Capacity_kW,Timestamp,Power_kW,Energy_kWh,Production_Output,Load_%,Power_Factor,Temperature,Operating_Status,Shift,Operator_ID,Electricity_Tariff_INR_per_kWh,Maintenance_Cost_per_hour,CO2_Emission_Factor_kg_per_kWh,Ambient_Temperature,Contract_Demand_kW,True_Anomaly_Label,Downtime_Minutes,Idle_Flag
MCH-004,Mitsubishi M800,250,2024-01-05 16:00:00,230.65,230.65,92,92.26,0.969,79.4,Running,Afternoon,OPR-005,8.78,152.38,0.806,31.8,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-05 17:00:00,171.81,171.81,103,68.72,0.863,63.0,Running,Afternoon,OPR-003,11.35,183.62,0.798,31.4,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-05 18:00:00,81.83,81.83,141,81.83,0.882,71.4,Running,Afternoon,OPR-009,11.39,86.48,0.802,30.0,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 19:00:00,240.73,240.73,43,80.24,0.944,71.2,Running,Afternoon,OPR-002,8.71,131.97,0.784,25.7,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 20:00:00,235.04,235.04,0,117.52,0.911,32.4,Running,Afternoon,OPR-005,7.29,138.17,0.814,32.0,600,1,0,1
MCH-004,Mitsubishi M800,250,2024-01-05 21:00:00,157.79,157.79,126,63.12,0.92,62.1,Running,Afternoon,OPR-008,11.83,116.11,0.79,32.4,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-05 22:00:00,211.67,211.67,128,84.67,0.877,72.2,Running,Night,OPR-010,7.65,151.43,0.814,25.5,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-05 23:00:00,113.27,113.27,76,75.51,0.893,69.6,Running,Night,OPR-010,10.09,167.22,0.808,27.2,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 00:00:00,169.8,169.8,150,84.9,0.887,74.0,Running,Night,OPR-001,9.16,54.95,0.818,31.4,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-06 01:00:00,125.23,125.23,63,83.49,0.881,72.5,Running,Night,OPR-010,9.42,52.2,0.817,31.0,800,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 02:00:00,158.31,158.31,103,63.32,0.883,65.9,Running,Night,OPR-009,8.75,174.9,0.8,26.5,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 03:00:00,178.05,178.05,140,71.22,0.888,65.8,Running,Night,OPR-010,7.28,174.96,0.798,26.7,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 04:00:00,227.08,227.08,59,90.83,0.935,78.3,Running,Night,OPR-007,8.12,131.85,0.807,28.0,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 05:00:00,184.41,184.41,44,73.76,0.956,67.2,Running,Night,OPR-007,7.52,113.44,0.812,28.9,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-06 06:00:00,80.74,80.74,64,80.74,0.863,69.3,Running,Morning,OPR-004,8.18,74.74,0.785,29.9,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 07:00:00,164.17,164.17,125,82.08,0.932,70.5,Running,Morning,OPR-006,7.86,114.65,0.8,28.0,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-06 08:00:00,14.92,14.92,0,14.92,0.861,35.2,Idle,Morning,OPR-001,11.93,153.0,0.79,28.7,500,0,22,1
MCH-004,Mitsubishi M800,250,2024-01-06 09:00:00,159.86,159.86,114,63.94,0.677,63.5,Running,Morning,OPR-007,8.09,61.75,0.803,31.0,550,1,0,0
MCH-002,ABB ACS880,200,2024-01-06 10:00:00,0.0,0.0,0,0.0,0.0,29.4,Off,Morning,OPR-001,11.76,85.9,0.805,25.3,600,1,65,0
MCH-004,Mitsubishi M800,250,2024-01-06 11:00:00,164.3,164.3,122,65.72,0.932,65.9,Running,Morning,OPR-006,10.6,54.22,0.795,27.0,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 12:00:00,117.64,117.64,108,58.82,0.972,64.3,Running,Morning,OPR-002,9.98,66.12,0.781,36.7,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 13:00:00,0.0,0.0,0,0.0,0.0,21.8,Off,Morning,OPR-009,11.03,61.52,0.797,36.6,600,1,30,0
MCH-001,Siemens S7-1500,150,2024-01-06 14:00:00,0.0,0.0,0,0.0,0.0,29.2,Off,Afternoon,OPR-002,10.98,70.36,0.819,34.8,800,1,172,0
MCH-001,Siemens S7-1500,150,2024-01-06 15:00:00,126.56,126.56,108,84.37,0.878,74.7,Running,Afternoon,OPR-010,8.89,63.26,0.794,35.4,800,0,0,0
MCH-003,Fanuc 30i,100,2024-01-06 16:00:00,71.65,71.65,53,71.65,0.978,69.2,Running,Afternoon,OPR-009,7.09,71.54,0.806,32.6,500,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 17:00:00,18.59,18.59,0,7.44,0.871,32.2,Idle,Afternoon,OPR-010,10.54,159.78,0.787,28.6,550,1,22,1
MCH-001,Siemens S7-1500,150,2024-01-06 18:00:00,15.0,15.0,0,10.0,0.859,33.3,Idle,Afternoon,OPR-003,11.98,121.18,0.813,29.3,800,0,14,1
MCH-005,Bosch Rexroth,300,2024-01-06 19:00:00,211.84,211.84,129,70.61,0.956,68.1,Running,Afternoon,OPR-007,11.55,73.16,0.805,26.9,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 20:00:00,224.85,224.85,76,89.94,0.877,91.8,Running,Afternoon,OPR-008,11.41,193.86,0.788,27.2,550,1,0,0
MCH-001,Siemens S7-1500,150,2024-01-06 21:00:00,103.1,103.1,36,68.73,0.94,68.6,Running,Afternoon,OPR-010,9.18,128.77,0.788,28.0,800,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-06 22:00:00,251.17,251.17,97,83.72,0.945,71.1,Running,Night,OPR-007,8.91,76.68,0.794,25.2,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 23:00:00,176.4,176.4,99,88.2,0.884,76.9,Running,Night,OPR-001,9.71,57.94,0.808,27.6,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 00:00:00,208.05,208.05,138,69.35,0.912,66.1,Running,Night,OPR-006,8.45,180.34,0.816,26.7,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-07 01:00:00,21.72,21.72,0,10.86,0.884,32.0,Idle,Night,OPR-007,8.09,87.55,0.813,27.6,600,0,10,1
MCH-002,ABB ACS880,200,2024-01-07 02:00:00,160.52,160.52,105,80.26,0.867,70.4,Running,Night,OPR-002,11.65,118.81,0.787,26.0,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-07 03:00:00,73.73,73.73,131,73.73,0.971,70.8,Running,Night,OPR-003,9.59,62.63,0.819,32.1,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-07 04:00:00,13.95,13.95,0,9.3,0.871,34.6,Idle,Night,OPR-003,8.23,157.63,0.811,29.7,800,0,52,1
MCH-003,Fanuc 30i,100,2024-01-07 05:00:00,71.51,71.51,46,71.51,0.916,64.3,Running,Night,OPR-008,8.95,159.89,0.807,30.4,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 06:00:00,198.75,198.75,73,66.25,0.88,61.9,Running,Morning,OPR-010,7.52,155.36,0.792,31.3,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-07 07:00:00,176.04,176.04,63,88.02,0.871,76.3,Running,Morning,OPR-009,7.16,68.24,0.805,29.0,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-07 08:00:00,171.58,171.58,147,85.79,0.902,76.3,Running,Morning,OPR-006,9.6,55.57,0.783,25.7,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-07 09:00:00,0.0,0.0,0,0.0,0.0,20.9,Off,Morning,OPR-004,8.08,172.06,0.789,29.3,800,1,32,0
MCH-005,Bosch Rexroth,300,2024-01-07 10:00:00,279.27,279.27,53,93.09,0.869,77.1,Running,Morning,OPR-001,8.37,109.95,0.819,29.7,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 11:00:00,151.81,151.81,31,60.72,0.924,64.9,Running,Morning,OPR-007,10.0,101.25,0.818,31.0,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 12:00:00,224.88,224.88,45,74.96,0.939,68.8,Running,Morning,OPR-010,9.43,72.41,0.806,31.8,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-07 13:00:00,7.13,7.13,0,7.13,0.893,30.5,Idle,Morning,OPR-003,9.59,60.93,0.805,32.8,500,0,34,1
MCH-005,Bosch Rexroth,300,2024-01-07 14:00:00,179.33,179.33,85,59.78,0.971,60.1,Running,Afternoon,OPR-008,10.77,69.87,0.802,32.5,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 15:00:00,19.02,19.02,0,7.61,0.871,30.3,Idle,Afternoon,OPR-009,7.5,63.61,0.791,32.1,550,0,18,1
MCH-004,Mitsubishi M800,250,2024-01-07 16:00:00,209.5,209.5,54,83.8,0.931,71.8,Running,Afternoon,OPR-002,10.48,64.5,0.791,34.8,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-07 17:00:00,19.53,19.53,0,13.02,0.877,33.6,Idle,Afternoon,OPR-005,7.64,114.13,0.786,29.6,800,0,38,1
MCH-002,ABB ACS880,200,2024-01-07 18:00:00,178.25,178.25,122,89.12,0.86,73.3,Running,Afternoon,OPR-007,9.57,192.54,0.801,27.8,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 19:00:00,217.19,217.19,87,86.88,0.955,73.1,Running,Afternoon,OPR-001,11.16,110.53,0.793,32.9,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 20:00:00,42.53,42.53,0,14.18,0.914,34.7,Idle,Afternoon,OPR-002,8.67,66.02,0.79,29.8,700,0,50,1
MCH-005,Bosch Rexroth,300,2024-01-07 21:00:00,258.41,258.41,65,86.14,0.908,72.0,Running,Afternoon,OPR-007,8.62,131.62,0.802,26.9,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 22:00:00,204.74,204.74,81,81.9,0.886,70.0,Running,Night,OPR-006,9.29,163.93,0.788,25.8,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 23:00:00,161.26,161.26,79,64.5,0.887,65.4,Running,Night,OPR-005,8.02,161.3,0.782,26.2,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-08 00:00:00,23.67,23.67,0,11.84,0.863,34.8,Idle,Night,OPR-008,7.94,92.27,0.791,27.0,600,0,50,1
MCH-004,Mitsubishi M800,250,2024-01-08 01:00:00,157.1,157.1,120,62.84,0.977,62.5,Running,Night,OPR-004,9.72,90.46,0.808,26.3,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-08 02:00:00,141.3,141.3,90,56.52,0.919,58.6,Running,Night,OPR-003,8.92,175.57,0.815,26.5,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-08 03:00:00,15.38,15.38,0,6.15,0.891,32.5,Idle,Night,OPR-005,10.78,130.95,0.783,27.3,550,0,38,1
MCH-002,ABB ACS880,200,2024-01-08 04:00:00,246.65,246.65,124,123.32,0.865,73.3,Running,Night,OPR-003,9.33,104.25,0.784,26.4,600,1,0,0
MCH-005,Bosch Rexroth,300,2024-01-08 05:00:00,255.78,255.78,54,85.26,0.854,72.8,Running,Night,OPR-009,11.73,136.97,0.802,32.2,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 06:00:00,30.16,30.16,0,10.05,0.898,31.8,Idle,Morning,OPR-010,10.62,70.41,0.813,25.6,700,0,11,1
MCH-004,Mitsubishi M800,250,2024-01-01 07:00:00,0.0,0.0,0,0.0,0.0,20.2,Off,Morning,OPR-007,8.86,88.2,0.8,29.2,550,1,155,0
MCH-001,Siemens S7-1500,150,2024-01-01 08:00:00,116.49,116.49,114,77.66,0.889,69.7,Running,Morning,OPR-001,7.27,175.47,0.8,28.3,800,0,0,0
MCH-003,Fanuc 30i,100,2024-01-01 09:00:00,10.72,10.72,0,10.72,0.873,34.1,Idle,Morning,OPR-001,9.5,66.52,0.796,32.9,500,0,24,1
MCH-001,Siemens S7-1500,150,2024-01-01 10:00:00,104.11,104.11,44,69.41,0.883,63.8,Running,Morning,OPR-008,10.21,167.41,0.817,25.9,800,0,0,0
MCH-003,Fanuc 30i,100,2024-01-01 11:00:00,60.65,60.65,114,60.65,0.862,65.0,Running,Morning,OPR-008,10.52,110.38,0.817,28.2,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 12:00:00,185.83,185.83,82,92.92,0.894,76.2,Running,Morning,OPR-008,10.41,183.31,0.808,36.4,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-01 13:00:00,214.78,214.78,146,85.91,0.635,72.9,Running,Morning,OPR-010,7.76,169.77,0.808,37.7,550,1,0,0
MCH-004,Mitsubishi M800,250,2024-01-01 14:00:00,21.98,21.98,0,8.79,0.853,31.3,Idle,Afternoon,OPR-006,11.93,167.1,0.796,35.9,550,0,49,1
MCH-004,Mitsubishi M800,250,2024-01-01 15:00:00,187.62,187.62,80,75.05,0.976,66.7,Running,Afternoon,OPR-008,11.33,184.1,0.817,34.0,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 16:00:00,169.24,169.24,138,84.62,0.929,71.1,Running,Afternoon,OPR-010,7.05,63.71,0.802,31.9,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-01 17:00:00,71.01,71.01,94,71.01,0.567,67.9,Running,Afternoon,OPR-001,11.41,120.95,0.801,30.3,500,1,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 18:00:00,0.0,0.0,0,0.0,0.0,28.4,Off,Afternoon,OPR-002,7.25,179.53,0.794,32.4,700,1,82,0
MCH-004,Mitsubishi M800,250,2024-01-01 19:00:00,172.5,172.5,130,69.0,0.859,66.3,Running,Afternoon,OPR-002,11.81,166.26,0.805,29.5,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-01 20:00:00,10.42,10.42,0,6.95,0.908,32.3,Idle,Afternoon,OPR-001,10.57,81.13,0.803,29.6,800,0,17,1
MCH-005,Bosch Rexroth,300,2024-01-01 21:00:00,229.26,229.26,47,76.42,0.889,70.9,Running,Afternoon,OPR-002,11.76,97.96,0.815,27.2,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-01 22:00:00,122.82,122.82,127,81.88,0.898,69.0,Running,Night,OPR-008,7.11,144.68,0.787,31.2,800,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 23:00:00,209.08,209.08,89,69.69,0.955,65.5,Running,Night,OPR-004,10.64,97.47,0.794,26.5,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-02 00:00:00,16.16,16.16,0,10.77,0.895,31.3,Idle,Night,OPR-008,10.54,104.0,0.783,27.6,800,0,56,1
MCH-002,ABB ACS880,200,2024-01-02 01:00:00,135.23,135.23,103,67.61,0.963,63.8,Running,Night,OPR-009,10.59,130.71,0.8,28.4,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 02:00:00,120.06,120.06,67,60.03,0.949,64.4,Running,Night,OPR-008,7.53,150.8,0.805,29.1,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 03:00:00,34.21,34.21,0,13.68,0.879,34.9,Idle,Night,OPR-010,10.55,51.1,0.801,26.9,550,0,24,1
MCH-003,Fanuc 30i,100,2024-01-02 04:00:00,91.83,91.83,179,91.83,0.92,76.1,Running,Night,OPR-007,8.05,177.27,0.816,25.9,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 05:00:00,146.44,146.44,100,73.22,0.896,65.9,Running,Night,OPR-001,11.15,149.6,0.794,29.9,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 06:00:00,83.72,83.72,114,83.72,0.973,70.0,Running,Morning,OPR-006,10.0,129.51,0.781,27.3,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 07:00:00,12.33,12.33,0,12.33,0.886,35.7,Idle,Morning,OPR-007,8.4,134.74,0.784,29.6,500,0,27,1
MCH-001,Siemens S7-1500,150,2024-01-02 08:00:00,17.01,17.01,0,11.34,0.86,33.2,Idle,Morning,OPR-008,9.2,178.54,0.807,26.2,800,0,11,1
MCH-003,Fanuc 30i,100,2024-01-02 09:00:00,10.83,10.83,0,10.83,0.917,33.9,Idle,Morning,OPR-008,8.65,97.19,0.8,28.8,500,0,22,1
MCH-001,Siemens S7-1500,150,2024-01-02 10:00:00,10.62,10.62,0,7.08,0.864,30.9,Idle,Morning,OPR-009,8.56,182.89,0.811,29.3,800,0,54,1
MCH-002,ABB ACS880,200,2024-01-02 11:00:00,15.39,15.39,0,7.7,0.912,30.9,Idle,Morning,OPR-002,8.31,115.41,0.786,25.4,600,0,24,1
MCH-002,ABB ACS880,200,2024-01-02 12:00:00,172.75,172.75,107,86.38,0.874,75.3,Running,Morning,OPR-010,11.41,127.28,0.811,31.9,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 13:00:00,70.15,70.15,135,70.15,0.964,67.8,Running,Morning,OPR-006,7.11,158.43,0.781,31.1,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-02 14:00:00,281.26,281.26,114,93.75,0.858,77.5,Running,Afternoon,OPR-002,7.25,64.2,0.781,30.3,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-02 15:00:00,10.96,10.96,0,7.31,0.898,34.1,Idle,Afternoon,OPR-001,11.74,123.01,0.808,36.3,800,0,38,1
MCH-005,Bosch Rexroth,300,2024-01-02 16:00:00,173.47,173.47,109,57.82,0.95,62.0,Running,Afternoon,OPR-010,9.25,169.47,0.802,33.1,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 17:00:00,22.44,22.44,0,11.22,0.888,34.4,Idle,Afternoon,OPR-008,9.96,122.37,0.805,31.5,600,0,28,1
MCH-003,Fanuc 30i,100,2024-01-02 18:00:00,0.0,0.0,0,0.0,0.0,21.1,Off,Afternoon,OPR-002,9.46,175.51,0.787,27.0,500,1,148,0
MCH-001,Siemens S7-1500,150,2024-01-02 19:00:00,100.44,100.44,74,66.96,0.878,67.9,Running,Afternoon,OPR-005,11.46,111.7,0.786,30.5,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 20:00:00,14.02,14.02,0,7.01,0.856,32.0,Idle,Afternoon,OPR-009,7.42,171.14,0.811,31.1,600,0,49,1
MCH-001,Siemens S7-1500,150,2024-01-02 21:00:00,103.43,103.43,9,68.95,0.877,68.3,Running,Afternoon,OPR-002,11.0,126.27,0.789,29.8,800,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-02 22:00:00,21.28,21.28,0,7.09,0.888,33.1,Idle,Night,OPR-004,8.06,168.88,0.787,28.8,700,0,20,1
MCH-005,Bosch Rexroth,300,2024-01-02 23:00:00,0.0,0.0,0,0.0,0.0,27.3,Off,Night,OPR-003,7.4,103.92,0.814,28.3,700,1,104,0
MCH-001,Siemens S7-1500,150,2024-01-03 00:00:00,0.0,0.0,0,0.0,0.0,29.3,Off,Night,OPR-010,7.38,87.55,0.807,27.8,800,1,134,0
MCH-005,Bosch Rexroth,300,2024-01-03 01:00:00,94.49,94.49,0,31.5,0.976,73.0,Idle,Night,OPR-007,11.9,154.45,0.807,32.4,700,0,41,1
MCH-002,ABB ACS880,200,2024-01-03 02:00:00,25.01,25.01,0,12.5,0.872,33.7,Idle,Night,OPR-001,7.04,164.15,0.809,31.6,600,0,36,1
MCH-003,Fanuc 30i,100,2024-01-03 03:00:00,55.06,55.06,50,55.06,0.965,60.3,Running,Night,OPR-009,9.02,151.47,0.788,32.7,500,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 04:00:00,203.1,203.1,82,81.24,0.947,71.9,Running,Night,OPR-001,7.39,182.19,0.783,26.0,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 05:00:00,230.06,230.06,115,92.02,0.936,78.9,Running,Night,OPR-006,7.43,150.37,0.796,30.8,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-03 06:00:00,7.87,7.87,0,7.87,0.867,31.8,Idle,Morning,OPR-008,10.48,142.44,0.799,32.5,500,0,58,1
MCH-003,Fanuc 30i,100,2024-01-03 07:00:00,59.7,59.7,52,59.7,0.97,62.4,Running,Morning,OPR-001,9.75,191.67,0.788,26.4,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 08:00:00,89.5,89.5,41,59.67,0.92,64.5,Running,Morning,OPR-007,11.35,164.61,0.79,25.5,800,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 09:00:00,126.21,126.21,67,84.14,0.898,72.9,Running,Morning,OPR-003,8.53,128.68,0.806,30.9,800,0,0,0
MCH-003,Fanuc 30i,100,2024-01-03 10:00:00,87.73,87.73,66,87.73,0.955,75.6,Running,Morning,OPR-010,10.72,115.72,0.813,29.6,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 11:00:00,176.57,176.57,0,117.71,0.0,29.5,Running,Morning,OPR-008,8.69,186.03,0.803,31.7,800,1,0,1
MCH-001,Siemens S7-1500,150,2024-01-03 12:00:00,123.16,123.16,68,82.11,0.928,73.1,Running,Morning,OPR-008,8.34,111.59,0.816,31.2,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 13:00:00,181.38,181.38,103,90.69,0.876,75.4,Running,Morning,OPR-009,7.89,85.91,0.797,38.3,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 14:00:00,115.25,115.25,91,57.63,0.923,60.1,Running,Afternoon,OPR-003,8.73,161.97,0.816,32.9,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 15:00:00,211.94,211.94,61,84.78,0.867,72.2,Running,Afternoon,OPR-004,8.23,59.49,0.785,31.8,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-03 16:00:00,227.78,227.78,137,75.93,0.856,67.7,Running,Afternoon,OPR-001,8.17,179.66,0.792,30.5,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-03 17:00:00,213.11,213.11,67,71.04,0.939,65.2,Running,Afternoon,OPR-010,10.95,82.67,0.807,31.5,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 18:00:00,23.24,23.24,0,11.62,0.875,34.7,Idle,Afternoon,OPR-002,8.52,53.73,0.78,30.3,600,0,57,1
MCH-003,Fanuc 30i,100,2024-01-03 19:00:00,73.37,73.37,126,73.37,0.971,68.3,Running,Afternoon,OPR-004,8.14,100.89,0.8,29.2,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 20:00:00,27.14,27.14,0,13.57,0.879,32.4,Idle,Afternoon,OPR-007,9.34,138.7,0.815,27.9,600,1,48,1
MCH-003,Fanuc 30i,100,2024-01-03 21:00:00,5.35,5.35,0,5.35,0.89,32.8,Idle,Afternoon,OPR-008,7.45,194.23,0.812,32.0,500,0,41,1
MCH-004,Mitsubishi M800,250,2024-01-03 22:00:00,138.6,138.6,62,55.44,0.87,60.9,Running,Night,OPR-009,7.89,183.28,0.798,28.1,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 23:00:00,19.35,19.35,0,12.9,0.895,35.3,Idle,Night,OPR-010,11.97,151.88,0.783,31.5,800,1,44,1
MCH-003,Fanuc 30i,100,2024-01-04 00:00:00,66.5,66.5,88,66.5,0.89,62.4,Running,Night,OPR-007,11.81,76.34,0.787,28.5,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 01:00:00,0.0,0.0,0,0.0,0.0,22.9,Off,Night,OPR-001,9.99,140.27,0.783,28.0,600,1,170,0
MCH-002,ABB ACS880,200,2024-01-04 02:00:00,28.12,28.12,0,14.06,0.918,33.1,Idle,Night,OPR-008,8.64,66.93,0.815,28.7,600,0,53,1
MCH-004,Mitsubishi M800,250,2024-01-04 03:00:00,166.23,166.23,106,66.49,0.909,67.9,Running,Night,OPR-010,7.69,113.92,0.802,27.4,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 04:00:00,177.5,177.5,118,71.0,0.972,69.1,Running,Night,OPR-001,9.75,173.88,0.792,31.0,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-04 05:00:00,123.8,123.8,73,82.53,0.883,75.1,Running,Night,OPR-001,9.63,58.56,0.784,29.0,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 06:00:00,152.83,152.83,128,76.42,0.956,72.1,Running,Morning,OPR-008,8.67,97.47,0.811,26.9,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-04 07:00:00,130.95,130.95,110,87.3,0.857,74.5,Running,Morning,OPR-010,11.3,156.47,0.799,32.2,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 08:00:00,0.0,0.0,0,0.0,0.0,27.7,Off,Morning,OPR-006,8.08,171.67,0.788,28.1,600,1,167,0
MCH-002,ABB ACS880,200,2024-01-04 09:00:00,186.98,186.98,87,93.49,0.961,76.4,Running,Morning,OPR-008,11.68,104.5,0.796,29.3,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 10:00:00,66.55,66.55,91,66.55,0.927,66.3,Running,Morning,OPR-002,7.43,186.42,0.788,32.3,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 11:00:00,150.6,150.6,82,75.3,0.961,68.5,Running,Morning,OPR-007,11.54,167.19,0.781,30.0,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-04 12:00:00,198.02,198.02,123,66.01,0.932,62.1,Running,Morning,OPR-006,11.36,172.18,0.789,31.1,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 13:00:00,176.78,176.78,54,70.71,0.925,69.6,Running,Morning,OPR-003,9.14,159.93,0.793,36.4,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 14:00:00,18.69,18.69,0,9.35,0.863,31.6,Idle,Afternoon,OPR-008,10.52,54.47,0.78,33.1,600,0,12,1
MCH-002,ABB ACS880,200,2024-01-04 15:00:00,147.24,147.24,140,73.62,0.971,66.4,Running,Afternoon,OPR-001,7.75,126.5,0.798,31.6,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 16:00:00,88.4,88.4,144,88.4,0.913,72.4,Running,Afternoon,OPR-008,7.02,98.01,0.797,33.0,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-04 17:00:00,169.53,169.53,82,56.51,0.884,57.7,Running,Afternoon,OPR-001,8.37,170.17,0.795,31.4,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-04 18:00:00,134.97,134.97,0,44.99,0.934,60.1,Idle,Afternoon,OPR-004,8.9,186.63,0.805,30.0,700,0,51,1
MCH-004,Mitsubishi M800,250,2024-01-04 19:00:00,16.8,16.8,0,6.72,0.91,33.5,Idle,Afternoon,OPR-009,8.91,92.27,0.809,29.3,550,0,46,1
MCH-002,ABB ACS880,200,2024-01-04 20:00:00,117.48,117.48,67,58.74,0.867,64.1,Running,Afternoon,OPR-010,9.85,107.41,0.81,32.2,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-04 21:00:00,41.01,41.01,0,13.67,0.897,32.3,Idle,Afternoon,OPR-001,10.82,70.48,0.789,31.3,700,0,51,1
MCH-003,Fanuc 30i,100,2024-01-04 22:00:00,0.0,0.0,0,0.0,0.0,27.9,Off,Night,OPR-001,9.37,117.02,0.78,26.2,500,1,66,0
MCH-004,Mitsubishi M800,250,2024-01-04 23:00:00,28.53,28.53,0,11.41,0.879,32.6,Idle,Night,OPR-001,9.66,109.96,0.818,27.5,550,0,51,1
MCH-002,ABB ACS880,200,2024-01-05 00:00:00,243.49,243.49,105,121.75,0.897,63.0,Running,Night,OPR-007,7.56,61.34,0.803,27.0,600,1,0,0
